[['S', 'M', 'A', 'D', 'H', 'K', 'R', 'O', 'N', 'T', 'P', 'I', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'F'], 1798]
[['H', 'G', 'A', 'M', 'K', 'S', 'R', 'O', 'N', 'T', 'P', 'I', 'E', 'J', 'Q', 'L', 'C', 'B', 'F', 'D'], 1798]
[['H', 'F', 'A', 'M', 'K', 'S', 'R', 'O', 'N', 'T', 'P', 'I', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'D'], 1800]
[['H', 'F', 'B', 'M', 'S', 'K', 'R', 'O', 'N', 'P', 'T', 'I', 'E', 'J', 'Q', 'L', 'C', 'A', 'G', 'D'], 1802]
[['M', 'F', 'B', 'R', 'K', 'S', 'H', 'O', 'N', 'P', 'T', 'I', 'E', 'J', 'Q', 'L', 'C', 'A', 'G', 'D'], 1803]
[['A', 'F', 'S', 'D', 'H', 'K', 'R', 'O', 'N', 'T', 'P', 'I', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'M'], 1805]
[['H', 'G', 'M', 'R', 'K', 'S', 'A', 'O', 'N', 'P', 'T', 'I', 'E', 'J', 'Q', 'L', 'C', 'B', 'F', 'D'], 1805]
[['H', 'F', 'M', 'R', 'K', 'S', 'A', 'O', 'I', 'P', 'T', 'N', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'D'], 1809]
[['H', 'F', 'B', 'R', 'K', 'S', 'M', 'O', 'I', 'P', 'T', 'N', 'E', 'J', 'Q', 'L', 'C', 'A', 'G', 'D'], 1811]
[['D', 'G', 'A', 'I', 'S', 'K', 'R', 'O', 'M', 'T', 'P', 'N', 'E', 'J', 'Q', 'L', 'C', 'B', 'F', 'H'], 1811]
[['D', 'F', 'A', 'M', 'S', 'K', 'R', 'O', 'I', 'P', 'T', 'N', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'H'], 1813]
[['S', 'G', 'B', 'M', 'H', 'K', 'R', 'O', 'I', 'T', 'D', 'N', 'E', 'J', 'Q', 'L', 'C', 'A', 'F', 'P'], 1813]
[['D', 'G', 'E', 'M', 'S', 'K', 'O', 'R', 'I', 'T', 'P', 'N', 'A', 'J', 'Q', 'L', 'C', 'B', 'F', 'H'], 1814]
[['M', 'G', 'A', 'R', 'K', 'S', 'H', 'O', 'N', 'P', 'T', 'I', 'E', 'J', 'Q', 'L', 'C', 'B', 'F', 'D'], 1814]
[['H', 'G', 'A', 'M', 'K', 'S', 'R', 'O', 'N', 'T', 'P', 'I', 'J', 'E', 'Q', 'L', 'C', 'B', 'F', 'D'], 1815]
[['M', 'F', 'A', 'R', 'K', 'S', 'H', 'O', 'I', 'T', 'P', 'N', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'D'], 1816]
[['H', 'F', 'A', 'M', 'K', 'S', 'R', 'O', 'N', 'T', 'P', 'I', 'J', 'E', 'Q', 'L', 'C', 'B', 'G', 'D'], 1817]
[['D', 'F', 'A', 'M', 'K', 'S', 'R', 'O', 'I', 'T', 'P', 'N', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'H'], 1817]
[['S', 'F', 'B', 'M', 'H', 'K', 'R', 'O', 'I', 'T', 'D', 'N', 'E', 'J', 'Q', 'L', 'C', 'A', 'G', 'P'], 1817]
[['H', 'G', 'A', 'M', 'S', 'E', 'O', 'R', 'N', 'P', 'T', 'I', 'K', 'J', 'Q', 'L', 'C', 'B', 'F', 'D'], 1817]
[['S', 'G', 'A', 'D', 'E', 'K', 'R', 'O', 'N', 'T', 'P', 'I', 'H', 'J', 'Q', 'L', 'C', 'B', 'F', 'M'], 1823]
[['E', 'G', 'A', 'M', 'S', 'H', 'O', 'I', 'N', 'P', 'T', 'R', 'K', 'J', 'Q', 'L', 'C', 'B', 'F', 'D'], 1825]
[['E', 'G', 'A', 'M', 'S', 'H', 'O', 'I', 'N', 'P', 'T', 'R', 'K', 'J', 'Q', 'L', 'C', 'B', 'F', 'D'], 1825]
[['H', 'G', 'A', 'R', 'K', 'S', 'M', 'O', 'N', 'P', 'T', 'I', 'E', 'J', 'Q', 'L', 'C', 'B', 'F', 'D'], 1826]
[['H', 'F', 'A', 'M', 'K', 'S', 'R', 'O', 'I', 'P', 'T', 'N', 'J', 'E', 'Q', 'L', 'C', 'B', 'G', 'D'], 1828]
[['H', 'F', 'A', 'R', 'K', 'S', 'M', 'O', 'N', 'P', 'T', 'I', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'D'], 1828]
[['S', 'F', 'B', 'M', 'H', 'K', 'R', 'O', 'I', 'P', 'T', 'N', 'E', 'J', 'Q', 'L', 'C', 'A', 'G', 'D'], 1831]
[['H', 'F', 'B', 'O', 'K', 'S', 'R', 'M', 'N', 'P', 'T', 'I', 'E', 'J', 'Q', 'L', 'C', 'A', 'G', 'D'], 1833]
[['H', 'G', 'A', 'M', 'S', 'E', 'O', 'K', 'N', 'P', 'T', 'I', 'R', 'J', 'Q', 'L', 'C', 'B', 'F', 'D'], 1834]
[['H', 'F', 'A', 'M', 'S', 'E', 'O', 'K', 'N', 'P', 'T', 'I', 'R', 'J', 'Q', 'L', 'C', 'B', 'G', 'D'], 1836]
[['H', 'F', 'B', 'M', 'S', 'K', 'R', 'O', 'I', 'P', 'T', 'N', 'E', 'J', 'Q', 'L', 'C', 'A', 'G', 'D'], 1837]
[['M', 'F', 'B', 'R', 'K', 'S', 'H', 'O', 'I', 'P', 'T', 'N', 'E', 'J', 'Q', 'L', 'C', 'A', 'G', 'D'], 1838]
[['D', 'G', 'A', 'H', 'R', 'E', 'O', 'K', 'N', 'T', 'P', 'I', 'S', 'J', 'Q', 'L', 'C', 'B', 'F', 'M'], 1840]
[['D', 'G', 'A', 'O', 'K', 'S', 'R', 'M', 'I', 'T', 'P', 'N', 'E', 'J', 'Q', 'L', 'C', 'B', 'F', 'H'], 1847]
[['H', 'F', 'A', 'M', 'K', 'S', 'R', 'O', 'N', 'P', 'T', 'D', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'I'], 1849]
[['H', 'F', 'A', 'M', 'K', 'S', 'R', 'O', 'N', 'P', 'T', 'D', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'I'], 1849]
[['H', 'F', 'B', 'R', 'K', 'S', 'M', 'O', 'N', 'T', 'P', 'I', 'E', 'J', 'Q', 'L', 'C', 'A', 'G', 'D'], 1850]
[['D', 'F', 'A', 'M', 'S', 'K', 'R', 'O', 'N', 'T', 'P', 'I', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'H'], 1852]
[['H', 'F', 'A', 'M', 'S', 'E', 'O', 'R', 'I', 'P', 'T', 'N', 'K', 'J', 'Q', 'L', 'C', 'B', 'G', 'D'], 1854]
[['H', 'F', 'A', 'M', 'S', 'E', 'O', 'R', 'I', 'P', 'T', 'N', 'K', 'J', 'Q', 'L', 'C', 'B', 'G', 'D'], 1854]
[['H', 'F', 'A', 'M', 'S', 'E', 'O', 'R', 'I', 'P', 'T', 'N', 'K', 'J', 'Q', 'L', 'C', 'B', 'G', 'D'], 1854]
[['M', 'F', 'A', 'R', 'K', 'S', 'H', 'O', 'N', 'P', 'T', 'I', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'D'], 1855]
[['D', 'F', 'A', 'M', 'K', 'S', 'R', 'O', 'N', 'P', 'T', 'I', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'H'], 1856]
[['P', 'F', 'A', 'R', 'K', 'S', 'H', 'O', 'I', 'T', 'D', 'N', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'M'], 1857]
[['P', 'F', 'A', 'R', 'K', 'S', 'H', 'O', 'I', 'T', 'D', 'N', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'M'], 1857]
[['M', 'G', 'A', 'H', 'R', 'E', 'O', 'K', 'I', 'T', 'P', 'N', 'S', 'J', 'Q', 'L', 'C', 'B', 'F', 'D'], 1860]
[['H', 'F', 'A', 'R', 'K', 'S', 'M', 'O', 'I', 'P', 'T', 'N', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'D'], 1863]
[['S', 'G', 'B', 'M', 'H', 'K', 'R', 'O', 'I', 'T', 'P', 'N', 'E', 'J', 'Q', 'L', 'C', 'A', 'F', 'D'], 1863]
[['E', 'G', 'A', 'M', 'S', 'H', 'O', 'K', 'N', 'P', 'T', 'I', 'R', 'J', 'Q', 'L', 'C', 'B', 'F', 'D'], 1864]
[['D', 'F', 'M', 'R', 'K', 'S', 'A', 'O', 'I', 'T', 'P', 'N', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'H'], 1865]
[['H', 'F', 'A', 'K', 'S', 'M', 'R', 'D', 'N', 'P', 'T', 'I', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'O'], 1866]
[['H', 'G', 'A', 'K', 'R', 'M', 'S', 'C', 'I', 'T', 'P', 'N', 'E', 'J', 'Q', 'L', 'O', 'B', 'F', 'D'], 1866]
[['D', 'F', 'B', 'R', 'K', 'S', 'M', 'O', 'I', 'T', 'P', 'N', 'E', 'J', 'Q', 'L', 'C', 'A', 'G', 'H'], 1867]
[['H', 'F', 'A', 'K', 'R', 'M', 'S', 'C', 'I', 'T', 'P', 'N', 'E', 'J', 'Q', 'L', 'O', 'B', 'G', 'D'], 1868]
[['D', 'G', 'B', 'R', 'K', 'S', 'M', 'O', 'I', 'T', 'P', 'N', 'E', 'J', 'Q', 'L', 'C', 'A', 'F', 'H'], 1869]
[['D', 'G', 'A', 'J', 'S', 'M', 'R', 'C', 'I', 'T', 'P', 'N', 'E', 'K', 'Q', 'L', 'O', 'B', 'F', 'H'], 1871]
[['H', 'G', 'A', 'S', 'R', 'M', 'K', 'C', 'I', 'T', 'P', 'N', 'E', 'J', 'Q', 'L', 'O', 'B', 'F', 'D'], 1871]
[['D', 'F', 'A', 'M', 'K', 'S', 'R', 'O', 'N', 'P', 'T', 'I', 'J', 'E', 'Q', 'L', 'C', 'B', 'G', 'H'], 1873]
[['H', 'G', 'A', 'M', 'S', 'E', 'O', 'K', 'I', 'T', 'P', 'N', 'R', 'J', 'Q', 'L', 'C', 'B', 'F', 'D'], 1873]
[['H', 'F', 'A', 'S', 'R', 'M', 'K', 'C', 'I', 'T', 'P', 'N', 'E', 'J', 'Q', 'L', 'O', 'B', 'G', 'D'], 1873]
[['H', 'F', 'A', 'M', 'S', 'E', 'O', 'K', 'I', 'T', 'P', 'N', 'R', 'J', 'Q', 'L', 'C', 'B', 'G', 'D'], 1875]
[['H', 'F', 'B', 'M', 'S', 'K', 'R', 'O', 'N', 'T', 'P', 'I', 'E', 'J', 'Q', 'L', 'C', 'A', 'G', 'D'], 1876]
[['M', 'F', 'B', 'R', 'K', 'S', 'H', 'O', 'N', 'T', 'P', 'I', 'E', 'J', 'Q', 'L', 'C', 'A', 'G', 'D'], 1877]
[['D', 'G', 'A', 'K', 'R', 'M', 'S', 'C', 'N', 'T', 'P', 'I', 'E', 'J', 'Q', 'L', 'O', 'B', 'F', 'H'], 1879]
[['H', 'G', 'M', 'R', 'K', 'S', 'A', 'O', 'N', 'T', 'P', 'I', 'E', 'J', 'Q', 'L', 'C', 'B', 'F', 'D'], 1879]
[['H', 'F', 'B', 'M', 'K', 'S', 'R', 'O', 'N', 'P', 'T', 'I', 'E', 'J', 'Q', 'L', 'C', 'A', 'G', 'D'], 1880]
[['D', 'F', 'A', 'M', 'K', 'S', 'R', 'O', 'I', 'T', 'P', 'N', 'J', 'E', 'Q', 'L', 'C', 'B', 'G', 'H'], 1884]
[['D', 'G', 'A', 'S', 'R', 'M', 'K', 'C', 'N', 'T', 'P', 'I', 'E', 'J', 'Q', 'L', 'O', 'B', 'F', 'H'], 1884]
[['M', 'G', 'A', 'R', 'K', 'S', 'H', 'O', 'N', 'T', 'P', 'I', 'E', 'J', 'Q', 'L', 'C', 'B', 'F', 'D'], 1888]
[['M', 'F', 'A', 'R', 'K', 'S', 'H', 'O', 'I', 'P', 'T', 'N', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'D'], 1890]
[['H', 'G', 'A', 'M', 'S', 'E', 'O', 'R', 'N', 'T', 'P', 'I', 'K', 'J', 'Q', 'L', 'C', 'B', 'F', 'D'], 1891]
[['D', 'F', 'A', 'M', 'K', 'S', 'R', 'O', 'I', 'P', 'T', 'N', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'H'], 1891]
[['E', 'F', 'A', 'M', 'S', 'H', 'O', 'R', 'I', 'T', 'P', 'N', 'K', 'J', 'Q', 'L', 'C', 'B', 'G', 'D'], 1892]
[['D', 'F', 'B', 'M', 'S', 'K', 'R', 'O', 'I', 'T', 'P', 'N', 'E', 'J', 'Q', 'L', 'C', 'A', 'G', 'H'], 1893]
[['H', 'F', 'A', 'M', 'S', 'E', 'O', 'R', 'N', 'T', 'P', 'I', 'K', 'J', 'Q', 'L', 'C', 'B', 'G', 'D'], 1893]
[['H', 'F', 'A', 'M', 'S', 'E', 'O', 'R', 'N', 'T', 'P', 'I', 'K', 'J', 'Q', 'L', 'C', 'B', 'G', 'D'], 1893]
[['H', 'F', 'B', 'M', 'K', 'S', 'R', 'T', 'I', 'O', 'P', 'N', 'E', 'J', 'Q', 'L', 'C', 'A', 'G', 'D'], 1894]
[['H', 'F', 'B', 'M', 'K', 'S', 'R', 'T', 'I', 'O', 'P', 'N', 'E', 'J', 'Q', 'L', 'C', 'A', 'G', 'D'], 1894]
[['H', 'F', 'B', 'O', 'K', 'S', 'R', 'M', 'I', 'T', 'P', 'N', 'E', 'J', 'Q', 'L', 'C', 'A', 'G', 'D'], 1895]
[['D', 'G', 'B', 'M', 'S', 'K', 'R', 'O', 'I', 'T', 'P', 'N', 'E', 'J', 'Q', 'L', 'C', 'A', 'F', 'H'], 1895]
[['H', 'F', 'B', 'M', 'K', 'S', 'R', 'O', 'N', 'P', 'T', 'I', 'J', 'E', 'Q', 'L', 'C', 'A', 'G', 'D'], 1897]
[['M', 'F', 'A', 'H', 'R', 'E', 'O', 'K', 'N', 'P', 'T', 'I', 'S', 'J', 'Q', 'L', 'C', 'B', 'G', 'D'], 1898]
[['H', 'F', 'B', 'I', 'S', 'K', 'R', 'O', 'M', 'P', 'T', 'N', 'E', 'J', 'Q', 'L', 'C', 'A', 'G', 'D'], 1899]
[['H', 'G', 'A', 'R', 'K', 'S', 'M', 'O', 'N', 'T', 'P', 'I', 'E', 'J', 'Q', 'L', 'C', 'B', 'F', 'D'], 1900]
[['S', 'F', 'A', 'D', 'E', 'K', 'R', 'O', 'I', 'T', 'P', 'N', 'H', 'J', 'Q', 'L', 'C', 'B', 'G', 'M'], 1900]
[['H', 'F', 'A', 'R', 'K', 'S', 'M', 'O', 'N', 'T', 'P', 'I', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'D'], 1902]
[['H', 'F', 'A', 'K', 'S', 'M', 'R', 'D', 'I', 'T', 'P', 'N', 'E', 'J', 'Q', 'L', 'C', 'B', 'G', 'O'], 1903]
[['E', 'G', 'A', 'M', 'S', 'H', 'O', 'K', 'I', 'T', 'P', 'N', 'R', 'J', 'Q', 'L', 'C', 'B', 'F', 'D'], 1903]
[['H', 'F', 'B', 'O', 'K', 'S', 'R', 'M', 'N', 'T', 'P', 'I', 'E', 'J', 'Q', 'L', 'C', 'A', 'G', 'D'], 1907]
[['H', 'F', 'B', 'M', 'K', 'S', 'R', 'O', 'I', 'T', 'P', 'N', 'J', 'E', 'Q', 'L', 'C', 'A', 'G', 'D'], 1908]
[['H', 'G', 'A', 'M', 'S', 'E', 'O', 'K', 'N', 'T', 'P', 'I', 'R', 'J', 'Q', 'L', 'C', 'B', 'F', 'D'], 1908]
[['H', 'F', 'A', 'M', 'S', 'E', 'O', 'K', 'N', 'T', 'P', 'I', 'R', 'J', 'Q', 'L', 'C', 'B', 'G', 'D'], 1910]
[['D', 'F', 'A', 'M', 'S', 'E', 'O', 'R', 'I', 'T', 'P', 'N', 'K', 'J', 'Q', 'L', 'C', 'B', 'G', 'H'], 1910]
[['H', 'F', 'A', 'M', 'S', 'E', 'O', 'K', 'N', 'T', 'P', 'I', 'R', 'J', 'Q', 'L', 'C', 'B', 'G', 'D'], 1910]
